20
889 1664
170 782 142
516 611 391
90 14 234
606 717 55
558 512 388
365 700 265
733 591 509
521 685 292
333 30 48
742 822 222
507 753 492
224 744 470
208 426 274
56 427 158
365 664 589
581 399 720
435 448 31
307 633 961
417 339 19
228 559 232
95 476 351
442 489 943
228 664 219
791 340 19
753 27 360
501 537 295
414 326 123
556 506 624
130 53 681
808 15 735
228 46 65
521 452 838
548 502 44
8 115 516
809 222 935
805 280 681
554 145 51
207 593 418
845 704 321
518 708 736
844 82 415
350 732 292
788 718 807
295 21 84
469 284 123
395 534 350
441 149 36
184 639 610
103 121 969
663 530 21
434 29 891
304 444 150
105 485 106
164 183 331
777 126 524
568 64 593
5 787 189
741 267 225
255 536 634
2 34 523
344 283 973
629 723 758
481 296 574
683 402 761
364 760 179
35 382 378
455 436 982
838 536 525
564 254 122
183 239 474
51 633 87
188 637 966
667 146 839
505 695 852
573 466 995
600 234 205
357 534 18
91 496 701
826 205 345
626 512 119
30 90 332
371 498 483
253 462 658
81 145 583
310 660 545
342 378 444
16 67 354
163 823 10
544 93 388
316 799 894
589 284 879
282 338 904
639 706 772
580 57 298
625 531 300
693 532 11
182 583 796
118 97 429
519 729 157
177 763 133
278 390 52
58 470 655
308 829 328
272 84 167
218 46 323
299 345 319
599 660 175
669 200 26
286 821 702
820 428 919
450 71 682
400 731 60
578 631 233
303 199 602
521 569 96
237 350 192
542 192 838
59 649 794
266 743 707
252 189 155
578 580 336
702 686 28
416 149 937
648 726 173
653 558 15
359 441 88
634 8 975
404 455 300
568 461 298
540 452 247
790 729 263
251 600 271
306 473 16
826 668 61
424 156 39
273 697 989
14 282 845
40 241 629
225 801 365
535 413 522
725 771 560
310 285 700
386 327 526
629 108 535
295 111 335
651 141 979
731 452 41
268 526 568
345 275 122
795 297 563
259 323 370
443 112 34
479 264 302
472 642 175
241 752 527
720 586 336
665 286 773
271 134 481
172 194 258
351 525 346
572 370 806
252 267 840
694 275 459
680 185 867
16 131 493
97 177 876
529 36 690
312 28 225
127 92 933
484 248 294
652 321 414
537 518 762
654 472 922
128 637 636
121 78 410
148 778 565
20 535 233
31 805 781
603 266 315
4 199 647
611 493 257
152 629 880
354 433 557
613 329 447
683 252 867
686 450 887
497 253 428
345 632 276
1 825 411
613 732 55
599 709 588
271 679 120
97 347 575
690 752 750
770 577 273
94 764 201
722 128 984
67 264 861
798 707 804
750 412 516
811 53 475
633 761 140
59 484 611
433 334 168
302 633 603
285 238 564
177 286 550
739 841 457
697 373 97
78 391 192
273 295 617
748 492 152
623 293 913
84 423 263
173 803 936
846 82 517
69 1 131
761 780 225
558 68 175
561 622 787
676 293 563
362 738 44
763 332 594
445 41 119
737 421 602
752 420 670
30 677 362
206 689 934
255 786 627
246 520 574
335 4 544
216 90 823
21 43 513
756 618 492
326 344 953
295 446 644
141 209 688
387 274 603
88 576 929
574 558 762
782 839 213
401 582 376
694 470 946
83 94 749
173 88 396
256 318 954
327 231 433
799 681 469
745 683 612
711 317 798
728 292 332
540 641 842
667 738 186
705 401 995
139 315 58
495 606 307
830 686 661
699 600 890
708 659 850
768 242 917
755 780 19
241 569 695
752 311 899
732 223 325
282 129 323
616 222 478
44 494 769
419 691 194
634 460 472
643 644 698
439 134 431
500 703 604
439 60 877
662 664 911
589 350 282
640 377 294
30 12 185
827 711 699
668 119 913
26 264 967
555 23 311
229 845 175
469 747 783
784 277 670
472 100 109
43 757 129
721 23 964
605 305 507
781 43 561
396 222 140
243 286 620
437 788 562
810 375 59
546 143 302
516 818 758
567 9 961
843 515 876
437 816 469
45 305 983
10 3 444
382 42 595
429 194 782
29 112 969
211 83 717
280 474 150
560 308 91
322 617 257
564 107 493
512 183 149
512 519 428
127 39 417
182 307 724
766 441 913
160 754 299
393 128 50
542 426 516
250 346 90
686 223 574
452 32 717
3 629 493
713 410 896
78 331 680
789 333 634
258 242 250
126 1 820
54 303 838
693 624 753
89 315 185
15 494 312
323 176 608
779 248 696
152 311 545
119 607 253
248 808 603
434 321 177
739 456 981
774 450 201
489 777 355
100 538 626
49 690 520
219 283 710
834 374 139
86 841 753
523 386 752
211 670 803
317 129 601
566 774 935
462 334 872
416 846 584
769 188 708
466 612 752
491 633 798
498 153 522
501 165 556
132 460 979
725 488 213
399 531 53
521 472 57
717 205 126
43 84 810
331 720 188
414 823 259
483 71 25
504 117 316
146 821 181
444 546 672
308 17 131
232 78 526
791 129 374
30 563 724
505 233 176
457 57 313
448 207 314
292 521 898
387 614 154
303 176 924
179 152 615
570 459 823
556 241 514
787 248 914
50 125 996
446 411 355
48 61 308
277 813 974
456 268 396
306 453 841
149 440 244
814 763 193
290 578 629
623 527 502
699 513 866
462 390 112
312 561 730
840 504 415
69 190 636
599 25 344
697 709 53
828 358 298
763 526 48
576 685 617
22 202 991
785 632 940
579 839 48
485 716 657
836 699 909
214 298 14
415 254 853
398 264 429
5 719 374
155 296 792
257 416 247
178 637 379
293 372 65
195 52 286
98 844 612
566 175 982
316 239 404
638 516 723
479 179 816
106 130 187
553 613 483
121 836 395
542 129 768
332 772 413
576 343 92
456 803 299
318 131 60
82 358 852
760 264 509
491 201 33
102 586 615
221 5 118
481 102 55
785 782 958
738 109 227
107 466 652
377 116 480
31 320 851
765 344 3
735 116 387
677 509 150
763 43 378
544 676 568
606 37 500
649 397 131
802 649 435
563 467 267
236 470 63
56 370 987
436 574 671
829 431 418
769 789 415
383 743 33
107 341 428
430 337 872
654 529 795
207 454 693
456 336 602
388 506 437
772 382 870
801 513 898
91 390 766
196 223 532
239 629 684
92 2 635
26 171 23
136 551 255
611 362 223
260 273 503
444 101 718
122 30 874
386 261 737
538 67 285
30 78 929
544 2 599
194 725 44
284 499 492
53 357 840
764 794 621
116 141 615
569 425 183
225 583 788
658 526 914
130 96 313
557 330 182
253 178 859
617 552 783
632 57 39
220 270 581
230 165 204
731 606 737
469 254 730
432 637 308
487 690 194
277 278 819
340 665 461
837 530 300
355 267 326
144 663 664
824 713 90
246 544 926
39 134 35
302 119 708
362 474 506
582 327 106
676 32 875
332 502 397
753 291 172
263 650 580
257 205 108
311 614 355
502 383 510
827 470 497
118 132 16
715 397 547
816 317 209
385 420 685
793 331 234
738 697 786
515 601 860
613 53 147
229 292 562
222 753 693
752 503 50
368 615 153
731 201 96
603 377 736
468 3 373
577 381 712
314 316 38
621 71 511
42 810 771
752 449 55
577 765 997
495 394 569
168 779 815
79 555 876
172 299 466
233 27 686
705 656 796
700 339 775
676 189 175
678 203 66
537 647 824
450 590 145
253 752 98
596 817 135
43 195 132
669 144 508
721 509 699
559 806 445
401 373 184
535 813 845
246 426 776
591 844 532
670 597 780
20 7 255
804 145 872
279 54 153
129 683 755
282 95 248
165 126 95
61 645 419
432 534 251
456 439 73
686 687 615
120 287 121
279 570 570
745 616 371
632 104 230
62 731 334
695 407 690
492 308 4
712 350 438
3 35 803
347 256 415
424 214 299
506 333 704
750 743 229
724 489 771
366 53 518
656 527 391
52 521 243
819 845 925
353 100 121
428 174 653
354 355 351
546 781 809
609 499 308
8 321 138
329 28 735
357 674 593
826 429 441
580 678 919
52 17 502
220 416 308
45 55 874
253 758 189
470 782 991
359 699 570
766 497 404
555 765 199
25 354 33
393 118 723
89 190 399
168 322 873
538 448 373
422 54 329
272 307 813
177 425 79
375 384 865
612 556 857
736 276 520
61 788 305
276 345 539
613 533 213
641 236 910
541 838 588
666 733 40
206 35 37
513 447 751
312 778 698
156 89 885
645 791 271
727 771 883
773 829 490
774 835 579
513 535 553
299 343 794
440 623 288
591 165 25
758 548 701
52 276 620
288 236 629
434 491 656
605 226 844
292 843 707
53 490 146
829 668 842
318 50 402
723 93 126
93 499 884
163 10 540
687 498 642
792 207 631
289 771 516
207 708 634
520 820 82
438 583 403
326 186 571
626 695 993
375 106 6
337 518 300
834 744 98
281 51 506
303 557 195
450 665 804
469 795 846
702 300 939
419 165 62
662 829 600
79 617 106
709 680 755
36 642 875
47 655 658
244 628 270
557 240 940
736 149 780
57 228 865
332 197 891
290 627 678
743 762 567
241 778 729
61 287 856
90 97 483
839 578 749
740 560 165
168 383 12
700 794 235
588 265 357
407 748 8
185 585 958
141 238 958
243 776 660
602 737 39
757 839 569
68 415 94
356 332 490
765 2 150
240 370 526
828 249 257
225 715 115
470 731 321
715 512 245
488 74 686
316 67 480
235 589 25
640 270 319
189 36 209
583 668 695
171 680 350
839 373 866
660 816 879
525 844 179
640 494 718
202 579 333
809 356 926
831 350 828
463 65 259
113 233 141
444 10 195
54 406 206
7 556 17
717 286 22
523 378 601
8 844 151
183 778 397
689 413 327
328 278 966
331 473 379
426 94 142
746 499 41
785 405 178
30 198 291
305 32 369
527 721 489
185 524 458
102 642 407
569 440 51
728 262 266
344 222 83
114 502 44
163 397 671
421 540 434
136 601 586
720 161 624
347 181 45
262 508 936
639 441 249
303 229 524
199 616 757
635 464 478
231 706 854
462 158 640
453 543 206
52 421 110
42 462 818
60 442 215
325 648 206
294 463 193
679 811 281
221 691 915
391 309 952
482 845 399
738 96 191
694 431 100
565 395 723
498 660 84
480 614 349
715 41 862
271 801 235
151 527 94
323 1 953
830 166 136
776 599 719
356 147 488
109 217 928
339 692 41
8 357 973
726 727 195
209 833 657
810 735 981
358 481 17
769 329 419
74 207 799
766 463 866
332 15 621
57 790 354
779 288 213
236 22 365
542 251 328
556 222 175
761 124 628
792 65 88
555 169 548
482 1 12
664 441 383
283 393 554
76 24 998
515 365 26
510 209 154
645 773 222
522 802 405
12 184 161
824 19 620
562 618 201
213 125 857
601 163 424
786 792 803
650 75 457
537 623 870
545 120 613
612 585 311
101 471 956
528 172 150
78 571 211
333 785 504
164 727 691
505 218 611
787 253 59
321 716 489
491 47 799
139 664 491
33 248 98
379 715 592
776 543 95
170 819 535
32 495 167
409 778 694
559 845 974
194 10 547
347 799 282
37 628 64
321 253 549
516 176 470
699 701 560
615 688 932
822 844 462
527 422 272
42 721 834
735 354 56
261 31 418
746 348 506
824 244 631
696 799 175
332 503 306
344 262 759
390 720 652
672 360 395
18 451 443
457 176 783
381 651 56
656 593 1000
38 497 502
437 83 576
646 261 756
103 528 728
126 585 88
757 76 474
541 345 434
575 696 106
766 555 649
845 597 932
59 281 468
46 56 176
311 234 870
142 173 857
361 355 83
37 501 427
736 18 708
655 60 881
664 452 815
780 460 665
167 396 779
144 597 172
45 608 738
453 537 657
404 42 226
199 143 922
629 678 804
679 247 197
62 533 985
375 696 513
614 611 694
253 730 913
509 741 570
347 320 213
531 9 608
440 424 598
672 762 743
447 296 373
826 304 405
386 494 716
299 204 530
75 433 416
77 129 99
800 104 490
492 356 727
845 110 412
473 306 483
85 367 378
619 220 547
200 435 540
219 485 881
153 590 595
303 311 548
59 268 223
628 25 764
472 561 679
446 618 267
60 660 694
107 110 395
762 330 553
553 664 959
62 521 854
404 53 691
155 65 700
522 71 648
49 488 573
413 793 247
15 100 144
52 510 908
494 570 1000
628 809 481
722 220 448
705 258 455
697 753 588
578 87 122
216 254 697
536 654 590
472 177 43
601 422 777
666 94 467
141 846 930
147 422 714
69 601 33
339 290 401
179 641 423
127 296 201
323 737 693
168 839 960
7 777 65
9 731 238
523 578 24
775 776 915
158 661 93
370 56 75
410 276 350
551 737 806
160 444 586
564 234 339
552 475 415
786 697 953
807 583 911
156 161 873
503 401 134
123 286 285
510 770 726
624 524 944
253 690 561
115 180 239
71 108 368
632 185 431
601 369 219
437 642 363
435 531 385
608 294 882
50 567 800
426 730 898
91 535 669
2 93 589
262 182 389
583 558 462
719 412 613
663 235 757
232 29 139
359 526 327
689 782 515
780 17 432
285 504 247
227 734 151
586 833 710
540 575 871
116 663 77
273 11 354
761 139 899
225 115 946
463 276 776
298 152 573
213 403 148
78 754 762
706 710 907
453 205 433
776 840 859
206 711 793
703 442 602
43 296 114
88 513 304
473 706 122
65 275 5
5 532 363
517 152 1
308 610 248
60 230 496
504 842 601
193 364 920
644 72 151
514 194 35
48 447 313
379 653 565
514 428 285
768 507 568
385 345 112
300 683 782
4 546 900
151 799 57
343 363 378
839 445 525
57 154 772
181 697 722
537 105 804
506 311 329
501 822 901
79 792 490
257 490 178
205 484 475
123 43 567
78 797 218
351 262 970
767 725 181
163 699 249
425 132 209
540 822 940
568 697 464
612 439 701
829 578 951
488 646 91
423 606 967
62 10 558
135 354 808
663 815 794
450 14 145
221 325 597
344 796 968
391 69 49
563 757 138
681 150 707
157 671 846
225 285 355
498 217 317
520 465 582
445 763 430
501 289 206
307 212 153
488 400 154
142 137 19
382 304 485
148 275 423
355 640 518
554 418 274
316 834 124
834 561 470
723 38 239
515 752 768
258 615 102
669 357 217
447 352 565
147 805 946
757 434 898
657 409 691
720 50 830
659 681 841
59 56 643
648 274 46
219 667 954
163 665 893
644 153 612
507 364 731
398 326 309
153 180 609
127 738 208
162 98 597
459 476 968
793 645 116
798 674 633
152 89 799
171 534 694
388 449 499
675 309 495
290 808 634
487 536 799
833 710 229
497 517 330
523 73 165
644 363 412
206 196 731
700 757 265
207 576 332
348 593 327
196 98 457
507 6 691
559 726 904
61 530 268
58 759 5
722 397 186
435 275 316
737 334 909
322 565 959
728 570 106
261 72 646
148 56 680
536 1 299
12 264 970
432 11 674
455 205 785
99 260 600
376 580 273
636 133 500
798 294 82
9 500 608
748 411 589
287 144 774
54 97 723
597 405 630
657 219 915
77 805 168
569 201 481
410 386 259
9 305 438
287 128 908
777 647 725
831 754 251
222 608 357
794 73 229
708 686 286
433 706 468
604 508 940
591 363 732
133 817 453
165 149 771
40 322 261
248 495 578
599 451 229
49 34 14
624 708 297
694 821 46
157 213 213
293 301 419
397 374 153
162 301 330
684 46 503
88 692 145
566 656 550
520 171 532
540 381 529
313 541 5
841 9 228
536 184 903
57 183 802
744 421 395
646 481 798
501 452 194
45 617 26
753 92 167
822 806 877
828 479 944
575 279 888
294 556 338
145 102 105
535 282 653
2 790 918
25 120 746
616 591 922
290 200 442
364 247 824
278 351 765
673 674 685
410 440 87
518 315 70
214 568 563
366 70 250
311 360 113
328 9 117
745 51 616
190 252 739
244 781 845
146 689 667
524 140 931
589 138 535
35 399 354
295 108 69
143 741 26
584 195 852
144 520 173
57 71 143
770 410 446
109 435 335
816 45 835
544 388 209
373 842 295
77 6 589
114 432 947
363 460 910
2 373 946
808 446 502
772 456 790
248 448 420
330 64 208
715 627 314
235 318 493
458 67 42
341 783 259
742 283 475
599 218 755
695 587 662
16 627 276
106 799 740
503 338 378
697 780 537
657 13 436
28 489 623
96 8 298
295 788 740
358 368 420
612 526 443
320 15 963
126 578 357
579 701 83
60 537 649
475 759 602
207 654 550
287 256 149
697 512 696
829 15 46
80 190 499
809 432 446
558 586 788
503 501 111
243 513 212
704 202 227
152 778 403
704 224 17
588 3 140
341 549 995
762 4 125
404 696 657
335 693 23
347 64 896
700 528 585
141 742 273
599 841 387
143 645 625
657 817 684
621 334 588
128 288 961
59 361 351
778 572 276
43 381 116
224 756 613
687 166 477
353 591 673
495 603 511
514 791 975
294 118 827
652 644 635
828 758 29
100 603 423
524 537 484
190 422 28
113 671 109
549 364 848
48 214 652
748 397 959
618 210 773
87 224 188
142 683 767
104 789 338
773 583 42
411 422 18
609 617 942
641 190 302
32 241 656
39 91 442
440 223 209
38 175 841
498 460 275
397 246 952
814 180 533
384 303 149
190 482 901
203 710 735
596 653 952
715 770 15
226 721 907
649 161 222
754 160 589
813 576 768
539 577 903
248 502 496
251 382 956
285 208 892
657 721 417
414 687 679
359 132 689
427 428 282
598 587 389
152 529 936
489 143 761
718 371 394
221 366 237
359 371 680
695 781 308
800 263 844
630 530 302
655 294 498
685 192 279
353 558 353
255 36 588
112 238 282
298 729 794
759 95 252
177 110 16
333 681 695
496 560 752
843 464 486
841 677 532
250 474 249
761 103 21
460 499 355
777 575 939
307 545 624
84 256 969
437 76 684
45 378 138
573 341 582
635 184 121
568 222 74
432 445 10
591 575 691
431 703 617
835 407 39
137 160 713
692 485 160
391 627 135
550 445 361
208 254 933
40 324 625
598 657 67
431 721 931
1 579 896
343 491 560
108 692 637
449 346 802
304 461 670
435 670 675
296 354 193
534 712 482
364 640 598
588 105 1
311 25 762
121 512 612
152 563 15
48 820 104
143 365 88
470 68 210
730 771 420
481 579 51
798 68 792
800 165 990
555 469 887
93 381 55
666 289 137
386 577 808
226 637 144
194 679 242
280 67 760
694 726 650
480 481 96
125 579 64
706 291 535
207 205 903
555 17 425
725 735 893
264 123 567
537 522 913
681 384 246
581 33 376
687 205 731
522 517 853
454 389 630
521 22 882
233 703 312
647 277 198
106 758 364
225 147 839
74 668 484
263 473 746
750 360 425
147 248 503
4 774 368
628 749 135
122 703 645
200 572 288
679 377 737
101 428 419
223 538 436
96 543 253
559 83 856
768 86 313
100 657 790
660 530 744
167 602 312
307 628 755
286 633 390
383 142 747
400 795 175
656 197 888
200 737 80
7 648 812
711 613 330
714 655 634
591 504 12
727 819 739
348 418 777
138 404 826
598 365 815
131 261 125
240 190 529
467 71 405
385 431 409
274 440 532
92 569 322
88 745 197
378 44 242
336 454 211
825 804 405
778 581 815
145 573 337
720 383 484
88 751 542
94 742 780
613 362 792
548 708 522
673 829 988
523 486 401
580 348 153
296 433 689
26 707 86
302 274 582
71 187 491
376 658 780
483 660 442
444 466 629
734 153 654
301 614 472
122 534 494
649 133 126
245 43 849
447 382 347
338 413 778
195 474 778
383 763 812
609 300 288
57 375 937
49 315 888
596 551 824
615 839 404
494 180 368
142 776 674
25 529 133
722 172 36
546 254 398
207 604 649
691 693 72
628 317 932
822 90 302
721 504 346
161 568 903
517 462 873
477 372 192
462 240 462
563 12 108
316 675 946
244 605 43
581 285 305
251 132 938
119 588 189
389 21 43
767 45 624
109 341 115
719 162 695
572 517 288
258 731 826
106 122 577
353 76 585
219 813 747
374 734 537
251 223 116
593 568 685
274 431 953
590 107 867
577 463 851
794 41 827
810 231 600
548 735 949
429 554 79
347 796 117
704 638 454
18 158 844
808 639 645
581 346 488
57 174 262
666 319 713
743 301 802
587 817 138
577 231 313
814 702 194
533 755 512
275 144 608
634 290 918
845 487 749
703 736 441
581 715 494
864 1693
577 347 193
552 322 685
361 512 180
300 201 943
824 805 404
653 845 873
240 280 229
675 529 475
428 218 784
342 774 697
61 621 519
662 240 769
360 840 344
17 341 788
847 279 686
499 735 426
495 509 47
305 419 369
760 575 252
11 742 116
